DISPUTE_ID,Customer_ID,Transaction_Date,Chargeback_Date,DISPUTE_TYPE,PRODUCT_TYPE,Amount,Merchant_ID,Customer_Documentation,ASSIGNED_STAFF,STATUS,CUSTOMER_STATEMENT,Outcome,Decision_Date,Resolution Time,Fraud_Indicator
DS000071,C000083,2020-03-18 21:27:12.432432432,2020-04-02 21:27:12.432432432,Product Defective,Electronics,30831.37,MC000028,No Documentation Provided,Staff_343,Pending,"I am writing to file a dispute regarding my recent purchase of an electronic product from your company. The product was defective and did not work as it should. I have tried multiple troubleshooting methods provided by your customer service team, but to no avail. I am requesting a replacement or a refund for",resolved in favor of member,2020-06-12 21:27:12.432432432,0,True
DS000072,C000090,2020-03-19 23:47:01.621621622,2020-06-16 23:47:01.621621622,Product Defective,Toys and Games,86216.96,MC000047,Photos/Videos,Staff_141,Pending,I bought a product from Merchant_ID MC000047 on 2020-03-19 23:47:01.621621622 and paid an amount of $862.16. When I received the,resolved in favor of member,2020-07-28 23:47:01.621621622,0,False
DS000073,C000048,2020-03-21 02:06:50.810810811,2020-04-24 02:06:50.810810811,Identity Theft,Sports Equipments,37666.7,MC000064,Bank Statement,Staff_000,Rejected,"I recently ordered a pair of basketball shoes from the Sports Direct online store, but when they arrived, I was shocked to find that they had been shipped in a used and dirty condition. The shoes were covered in dirt and dust, and the soles were worn down and cracked. I immediately contacted the customer service department to",resolved in favor of merchant,2020-05-05 02:06:50.810810811,0,True
DS000074,C000036,2020-03-22 04:26:40.000000000,2020-05-23 04:26:40.000000000,Canceled Transaction,Pet Supplies,89567.24,MC000008,Fraud Report,Staff_275,Pending,"I placed an order for a pet supply from a merchant online, and I made the payment using my credit card. However, the product I received was not as described in the advertisement, and it was in bad condition. I contacted the merchant to ask for a refund or exchange, but they refused to do so.",resolved in favor of member,2020-09-04 04:26:40.000000000,0,True
DS000075,C000030,2020-03-23 06:46:29.189189189,2020-06-07 06:46:29.189189189,Unauthorized Recurring Charge,Toys and Games,58289.83,MC000003,Service Agreement,Staff_353,Rejected,"I am writing this to inform you that I have received an unauthorized recurring charge on my credit card bill. I am not sure how this happened, but I suspect that it may have been due to a mistake on the part of the merchant. I would like to request that you please refund this charge to my account",resolved in favor of member,2020-07-17 06:46:29.189189189,0,True
DS000076,C000028,2020-03-24 09:06:18.378378378,2020-06-13 09:06:18.378378378,Failure to Receive Credit,Sports Equipments,60795.08,MC000084,Terms and Conditions,Staff_260,New,"I ordered a pair of cycling shoes from an online retailer, but I was charged for the product twice. I contacted the retailer to resolve the issue, but they were not responsive. After trying to contact the retailer for several weeks without a response, I filed a chargeback with my credit card company",resolved in favor of merchant,2020-11-21 09:06:18.378378378,0,False
DS000077,C000073,2020-03-25 11:26:07.567567567,2020-05-14 11:26:07.567567567,Canceled Transaction,Pet Supplies,57186.33,MC000081,No Documentation Provided,Staff_341,Pending,"I am writing this review because I am extremely disappointed with the quality of the product I received. I placed an order for a high-end smartphone from this store, but when I received it, it was not what I expected. The phone was broken, and it did not work as advertised.",resolved in favor of member,2020-08-05 11:26:07.567567567,0,False
DS000078,C000035,2020-03-26 13:45:56.756756757,2020-05-24 13:45:56.756756757,Product Not Received,Groceries,24279.43,MC000021,Service Agreement,Staff_247,Pending,"I recently used \*Merchant_Name\* to purchase groceries online. However, the items I received were not what I had ordered. The items were damaged, and the packaging was in poor condition. I tried to contact the merchant multiple times, but they ignored my emails. I have been waiting for",resolved in favor of merchant,2020-07-30 13:45:56.756756757,0,True
DS000079,C000065,2020-03-27 16:05:45.945945946,2020-04-19 16:05:45.945945946,Lack of Disclosure,Automotive Appliances,90422.17,MC000008,Correspondence,Staff_074,Rejected,"Poor quality of the product delivered, and customer wants a full refund.",resolved in favor of merchant,2020-07-10 16:05:45.945945946,0,True
DS000080,C000021,2020-03-28 18:25:35.135135135,2020-05-03 18:25:35.135135135,Billing Descriptor Issue,Baby care,94074.98,MC000079,Identity Verification Documents,Staff_225,Resolved,"I am very disappointed with this purchase. The product I received was not what I ordered and was not in good condition. I am also concerned about the high shipping costs I had to pay for this product, and the fact that the company did not provide any tracking information so I could follow the shipment. I am very",resolved in favor of member,2020-06-25 18:25:35.135135135,53,False
DS000081,C000033,2020-03-29 20:45:24.324324324,2020-05-31 20:45:24.324324324,Services Rendered but Unsatisfactory,Furniture,90481.93,MC000095,Bank Statement,Staff_006,Pending,I am writing this review because I received a damaged furniture item. The item was not in the condition it was advertised and I am requesting a full refund or a replacement.,resolved in favor of member,2020-06-22 20:45:24.324324324,0,False
DS000082,C000011,2020-03-30 23:05:13.513513513,2020-05-18 23:05:13.513513513,Lack of Disclosure,Electronics,23627.3,MC000027,Photos/Videos,Staff_218,Resolved,"I recently purchased a laptop from a well-known electronics store but was disappointed to learn that the product I received did not match the description provided in the product listing. The model number and specifications did not match what was advertised, and I contacted the customer service team to express my frustration. However, their response",resolved in favor of merchant,2020-10-06 23:05:13.513513513,141,False
DS000083,C000066,2020-04-01 01:25:02.702702703,2020-04-30 01:25:02.702702703,Billing Descriptor Issue,Toys and Games,23866.17,MC000083,Receipt,Staff_198,Rejected,"I recently made a purchase from the merchant, but the product I received was not the one I ordered. The product I received was not the one I ordered, and I was not satisfied with the quality of the product. I was charged $23866.17, which is much more than the product",resolved in favor of merchant,2020-07-05 01:25:02.702702703,0,True
DS000084,C000009,2020-04-02 03:44:51.891891892,2020-04-06 03:44:51.891891892,Unauthorized Recurring Charge,Footwear,62802.24,MC000097,Terms and Conditions,Staff_142,Rejected,"I recently purchased a pair of shoes from a merchant and was charged a recurring payment without my knowledge or consent. The product was footwear, and the charge was unauthorized and did not appear on my credit card statement. Despite my efforts to resolve this issue, the merchant declined to refund my money, leaving me frustrated",resolved in favor of merchant,2020-08-27 03:44:51.891891892,0,True
DS000085,C000019,2020-04-03 06:04:41.081081081,2020-06-08 06:04:41.081081081,Unrecognized Transaction,Footwear,46364.83,MC000047,Service Agreement,Staff_147,Rejected,"I'm not sure what this charge is for, but I didn't make it and I don't recognize the transaction. I'm unhappy with the service I received from the merchant, and I want to dispute the charge.",resolved in favor of merchant,2020-11-19 06:04:41.081081081,0,False
DS000086,C000073,2020-04-04 08:24:30.270270270,2020-04-19 08:24:30.270270270,Billing Descriptor Issue,Automotive Appliances,77220.21,MC000056,No Documentation Provided,Staff_132,New,"I purchased a new rear-view mirror from the auto parts shop. The quality was excellent, but the price was much higher than the one I could find online. I don't know why the merchant charged me so much.",resolved in favor of member,2020-08-25 08:24:30.270270270,0,True
DS000087,C000000,2020-04-05 10:44:19.459459459,2020-04-29 10:44:19.459459459,Incorrect Amount Charged,Furniture,9375.39,MC000015,Photos/Videos,Staff_028,Pending,"I recently purchased a piece of furniture from a merchant and was disappointed to find out that the product was damaged during shipping. The product was in a poor condition and did not look like the pictures I had seen online. I contacted the merchant and requested a refund, but they refused to offer one. I was frustrated with the",resolved in favor of merchant,2020-10-06 10:44:19.459459459,0,True
DS000088,C000063,2020-04-06 13:04:08.648648648,2020-04-11 13:04:08.648648648,Product Not Received,Electronics,14715.95,MC000074,Correspondence,Staff_240,Pending,The product was not received and the customer is demanding a full refund.,resolved in favor of merchant,2020-06-11 13:04:08.648648648,0,True
DS000089,C000071,2020-04-07 15:23:57.837837838,2020-05-23 15:23:57.837837838,Unrecognized Transaction,Beauty and Personal Care,7117.05,MC000083,Service Agreement,Staff_111,Pending,"I recently made a purchase from this online store and received a chargeback for unrecognized transaction. I purchased a set of beauty products and when I received them, I noticed that they were not the ones I had ordered. The customer service was unhelpful and I was unable to resolve the issue through email. The",resolved in favor of member,2020-05-30 15:23:57.837837838,0,True
DS000090,C000071,2020-04-08 17:43:47.027027027,2020-04-09 17:43:47.027027027,Billing Descriptor Issue,Toys and Games,41786.85,MC000068,Service Agreement,Staff_289,Resolved,"I recently made a purchase for toys and games from a merchant called MC000068. However, I was charged without authorization, and I was charged $41786.85, which is significantly higher than the advertised price. I disputed this charge because the product was not",resolved in favor of merchant,2020-09-05 17:43:47.027027027,149,False
DS000091,C000014,2020-04-09 20:03:36.216216216,2020-06-12 20:03:36.216216216,Canceled Transaction,Art and Craft,44064.75,MC000032,Identity Verification Documents,Staff_035,Pending,"I recently ordered a customized painting from an online art store, and when it arrived, I was disappointed to see that it was not what I had ordered. I reached out to the merchant's customer service team, but they were unable to resolve the issue. I decided to dispute the charge with my bank, and",resolved in favor of merchant,2020-06-17 20:03:36.216216216,0,False
DS000092,C000023,2020-04-10 22:23:25.405405405,2020-06-06 22:23:25.405405405,Failure to Receive Credit,Health and Hygiene,10715.31,MC000025,Receipt,Staff_281,Pending,"I was very excited to order a set of face masks that I thought would be perfect for my needs, but when they arrived, I was disappointed to find that they did not meet the specifications I was looking for. The masks are labeled as ASTM Level 3, but when I looked them up, I found",resolved in favor of merchant,2020-09-17 22:23:25.405405405,0,False
